input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Blaoui Houari,Blaoui Houari,a94262fc-3caf-4411-ae80-1d2df168ac8b,DZ,Person,,100,auto_accept,Very high score and near-exact name match.,Blaoui Houari,Q608646,Syria,,Algeria,https://en.wikipedia.org/wiki/Blaoui_Houari
Nesreen Tafesh,Nesreen Shah,557b25d7-6439-4dac-9e4f-3c33f4e9c9fb,,Person,,100,review_needed,Candidate needs manual review.,Nesreen Tafesh,Q12248386,Syria,,Cairo,https://en.wikipedia.org/wiki/Nesreen_Tafesh
Rouwaida Attieh,Rouwaida Attieh,8deb4649-862a-4bbc-90c0-b5b23ce17a8b,,Person,,100,auto_accept,Very high score and near-exact name match.,Rouwaida Attieh,Q3069146,Syria,Homs,Syria,https://en.wikipedia.org/wiki/Rouwaida_Attieh
Amel Bouchoucha,Amel,7355277b-8909-4987-8750-2dd1a3cef4ed,,Group,Argentinian Band,100,review_needed,Candidate is disambiguated and should be checked manually.,Amel Bouchoucha,Q12180571,Syria,,Algeria,https://en.wikipedia.org/wiki/Amel_Bouchoucha
Houari Manar,Houari Manar,b3f01c05-71ba-4b2f-9b63-d3d26f666740,DZ,Person,,100,auto_accept,Very high score and near-exact name match.,Houari Manar,Q60524304,Syria,,Algeria,https://en.wikipedia.org/wiki/Houari_Manar
Mohamad Fityan,Mohamad Fityan,fedb2a77-a5fe-466a-848f-de6c1e38c03e,,Person,,100,auto_accept,Very high score and near-exact name match.,Mohamad Fityan,Q16735692,Syria,,Syria,https://en.wikipedia.org/wiki/Mohamad_Fityan
Tarek Alarabi Tourgan,Tarek Alarabi Tourgane,3146e931-6a11-43fb-95a7-886371337e39,SY,Person,Algerian-Syrian composer and singer,100,auto_accept,Very high score and near-exact name match.,Tarek Alarabi Tourgan,Q12221475,Syria,Damascus,Algeria,https://en.wikipedia.org/wiki/Tarek_Alarabi_Tourgane
Farrah Yousef,Yousef,ecd05952-15b4-46f2-b15c-68ca7b3c3329,GB,Person,dance music,100,review_needed,Candidate is disambiguated and should be checked manually.,Farrah Yousef,Q13564386,Syria,Syria,Syria,https://en.wikipedia.org/wiki/Farrah_Yousef
Marcel Pérès,Marcel Pérès,3bc2ad4d-e6cc-453a-84bb-7818edd3fa04,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Marcel Pérès,Q646785,Syria,,France,https://en.wikipedia.org/wiki/Marcel_P%C3%A9r%C3%A8s
Pierre Bensusan,Pierre Bensusan,3ba0b57d-003a-47fa-8e36-37b847fa9195,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Pierre Bensusan,Q945525,Syria,,France,https://en.wikipedia.org/wiki/Pierre_Bensusan
Abed Azrie,Abed Azrié,abd51f20-f80d-4114-b139-5b71bc4bbce9,FR,Person,,100,auto_accept,High score and strong name similarity.,Abed Azrie,Q2821467,Syria,,France,https://en.wikipedia.org/wiki/Abed_Azrie
Rasha Rizk,رشا رزق,d3e72575-776d-4b0b-8f89-3f7a018ea732,SY,Person,,100,review_needed,Candidate needs manual review.,Rasha Rizk,Q12213363,Syria,,Egypt,https://en.wikipedia.org/wiki/Rasha_Rizk
Juliana Jendo,Juliana Jendo,e8bc2155-0bc4-4d7f-8402-7be99bcdf677,,Person,,100,auto_accept,Very high score and near-exact name match.,Juliana Jendo,Q4115973,Syria,Tell Tamer,Syria,https://en.wikipedia.org/wiki/Juliana_Jendo
Fahd Ballan,فهد بلان,751277fd-b5d2-47dc-84e2-9617feba628a,SY,Person,,100,review_needed,Candidate needs manual review.,Fahd Ballan,Q12231205,Syria,Al-Kafr,Syria,https://en.wikipedia.org/wiki/Fahd_Ballan
Bishara Morad,Bishara,44ffdefa-6e4f-4b2d-8666-5e25e091f43f,SE,Person,,100,review_needed,Candidate needs manual review.,Bishara Morad,Q61826790,Syria,Syria,Sweden,https://en.wikipedia.org/wiki/Bishara_(singer)
Marie France,Marie France,75ebf20c-b883-4e6a-a53f-57a9109180cb,FR,Person,"Marie-France Garcia, born 1946 in Oran",100,auto_accept,Very high score and near-exact name match.,Marie France,Q732921,Syria,,France,https://en.wikipedia.org/wiki/Marie_France
Maurice El Mediouni,Maurice El Médioni,96a5d7f3-1fca-47f7-81a3-a3b430d302a2,FR,Person,,100,auto_accept,High score and strong name similarity.,Maurice El Mediouni,Q2156989,Syria,,France,https://en.wikipedia.org/wiki/Maurice_El_M%C3%A9diouni
Missak Baghboudarian,Missak,cc163873-a5dc-4de4-bde3-6777e4cabb8a,,,,100,review_needed,Candidate needs manual review.,Missak Baghboudarian,Q20423339,Syria,,,https://en.wikipedia.org/wiki/Missak_Baghboudarian
Asma Ghanem,Asma Ghanem,32368bc3-8f91-4b17-adfe-4cde4b6d0704,PS,Person,,100,auto_accept,Very high score and near-exact name match.,Asma Ghanem,Q112635487,Syria,,Palestine,https://en.wikipedia.org/wiki/Asma_Ghanem
Lynda Thalie,Lynda Thalie,4632f3b6-3c55-4868-9c5f-de5f5b742250,,Person,,100,auto_accept,Very high score and near-exact name match.,Lynda Thalie,Q2741269,Syria,,Algeria,https://en.wikipedia.org/wiki/Lynda_Thalie
Karnig Sarkissian,Franck Sarkissian,80c7056d-1949-4053-af12-5bba93066807,FR,Person,"guitarist, composer, arranger from France",100,review_needed,Candidate is disambiguated and should be checked manually.,Karnig Sarkissian,Q4408659,Syria,,Armenia,https://en.wikipedia.org/wiki/Karnig_Sarkissian
Sebu Simonian,Sebu Simonian,4ce3b691-0e45-4ed9-b367-6ed530ee3e78,US,Person,"Armenian-American musician, singer-songwriter, and record producer",100,auto_accept,Very high score and near-exact name match.,Sebu Simonian,Q18356445,Syria,,United States,https://en.wikipedia.org/wiki/Sebu_Simonian
Émilie Ambre,Ambre,b7827da4-080d-441d-8281-6401b551ae59,BE,Group,Belgian dark ambient project,100,review_needed,Candidate is disambiguated and should be checked manually.,Émilie Ambre,Q2719416,Syria,,France,https://en.wikipedia.org/wiki/%C3%89milie_Ambre
Suzanne Joly,Suzanne Vega,cf119120-7df5-47d7-9dec-49f8837a4e40,US,Person,American singer-songwriter,100,review_needed,Candidate is disambiguated and should be checked manually.,Suzanne Joly,Q3505973,Syria,,France,https://en.wikipedia.org/wiki/Suzanne_Joly
Ceet Fouad,Fouad,68313996-2a7f-4984-b4b3-e07982fa3688,,,,100,review_needed,Candidate needs manual review.,Ceet Fouad,Q38458646,Syria,,Hong Kong,https://en.wikipedia.org/wiki/Ceet_Fouad
Nassif Zeytoun,Nassif Zeytoun,262eb097-fcfd-4fca-a8f4-7f2fcf932951,SY,Person,,100,auto_accept,Very high score and near-exact name match.,Nassif Zeytoun,Q4118254,Syria,Daraa,Syria,https://en.wikipedia.org/wiki/Nassif_Zeytoun
Mihemed Şêxo,Mihemed Şêxo,4d2a36df-6e4c-4842-9be9-86fe8a8fc58d,SY,Person,,100,auto_accept,Very high score and near-exact name match.,Mihemed Şêxo,Q6992997,Syria,Qamishli,Syria,https://en.wikipedia.org/wiki/Mihemed_%C5%9E%C3%AAxo
Ysa Ferrer,Ysa Ferrer,6b004542-f75f-4dd7-bbb4-4eeb1b2212ae,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Ysa Ferrer,Q3573041,Syria,,France,https://en.wikipedia.org/wiki/Ysa_Ferrer
Kinan Azmeh,Kinan Azmeh,31d46bc1-2e7c-4192-a013-73f6e46ecbcb,US,Person,Syrian clarinetist,100,auto_accept,Very high score and near-exact name match.,Kinan Azmeh,Q1512286,Syria,,Syria,https://en.wikipedia.org/wiki/Kinan_Azmeh
François Rabbath,François Rabbath,a85e2299-a4ef-42a4-bde9-da327512dfff,FR,Person,,100,auto_accept,Very high score and near-exact name match.,François Rabbath,Q322222,Syria,Aleppo,France,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Rabbath
Maha Bayraqdar,Maha,1159717d-3e86-4ef0-a3f1-46eb6271021b,,,"Maha Sabri (1933 - 1989), Egyptian actress and singer",100,review_needed,Candidate is disambiguated and should be checked manually.,Maha Bayraqdar,Q95740862,Syria,Damascus,First Syrian Republic,https://en.wikipedia.org/wiki/Maha_Bayrakdar
Elias Karam,الياس كرم,266a03d7-ba2c-46e6-a419-e0eab9b02c8f,,Person,Elias Karam,100,review_needed,Candidate is disambiguated and should be checked manually.,Elias Karam,Q5360530,Syria,Hasakah,Syria,https://en.wikipedia.org/wiki/Elias_Karam
Waed Bouhassoun,Waed Bouhassoun,05b17ff9-e440-437f-ad59-2e25cc2d3e68,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Waed Bouhassoun,Q22690718,Syria,Syria,Syria,https://en.wikipedia.org/wiki/Waed_Bouhassoun
Amal Arafa,Arafa,77e8f3c1-a7f0-405c-a9bd-f954b6a507c4,,,"Participation Compilation ""A la bien Mix Party 2017""",100,review_needed,Candidate is disambiguated and should be checked manually.,Amal Arafa,Q4739189,Syria,Damascus,Syria,https://en.wikipedia.org/wiki/Amal_Arafa
Errol Parker,Errol Parker,6952c973-d9ea-4355-8769-a9ae15ab71cc,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Errol Parker,Q747821,Syria,,France,https://en.wikipedia.org/wiki/Errol_Parker
Franck Amsallem,Franck Amsallem,13174e45-ad9e-4ccf-83ef-19f69dc49136,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Franck Amsallem,Q1442411,Syria,,France,https://en.wikipedia.org/wiki/Franck_Amsallem
Daniel Charles,Daniel Charles,8b267ac2-1790-4ca8-9325-686579ff40cd,FR,Person,French musicologist,100,auto_accept,Very high score and near-exact name match.,Daniel Charles,Q3013855,Syria,,France,https://en.wikipedia.org/wiki/Daniel_Charles
Louis Bertignac,Louis Bertignac,e1e12165-2f0b-4e2b-b2af-3a7014856a48,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Louis Bertignac,Q3261244,Syria,,France,https://en.wikipedia.org/wiki/Louis_Bertignac
Francine Faure,Gabriel Fauré,fa19a8b6-e7f4-40d4-af15-7a7c41ac7d8f,FR,Person,French composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Francine Faure,Q5479842,Syria,,France,https://en.wikipedia.org/wiki/Francine_Faure
Messaoud El Mediouni,Messaoud,a754d07c-c297-4f5a-98df-4d0e908549f6,,Person,french hip/hop MC & songwriter,100,review_needed,Candidate is disambiguated and should be checked manually.,Messaoud El Mediouni,Q6821845,Syria,,France,https://en.wikipedia.org/wiki/Messaoud_El_Mediouni
Habib Mousa,MouSa,c1e398b1-1d84-4d0e-9b82-968efd5468d1,US,Person,,100,review_needed,Candidate needs manual review.,Habib Mousa,Q5636795,Syria,Al-Malikiyah,Sweden,https://en.wikipedia.org/wiki/Habib_Mousa
NOURI,Nouri,66e87b9b-c7fd-49c3-ba0c-00d63e86e73a,,Person,,100,auto_accept,Very high score and near-exact name match.,NOURI,Q59554894,Syria,Damascus,New Zealand,https://en.wikipedia.org/wiki/NOURI_(artist)
Haig Yazdjian,Haig Yazdjian,ac1e60e1-ff65-4139-902c-adb4065e489c,AM,Person,,100,auto_accept,Very high score and near-exact name match.,Haig Yazdjian,Q2622788,Syria,,,https://en.wikipedia.org/wiki/Haig_Yazdjian
Houari Benchenet,Houari Benchenet,0278c6a0-288d-43e8-845a-d67a4fafb0c2,DZ,Person,,100,auto_accept,Very high score and near-exact name match.,Houari Benchenet,Q3141230,Syria,,Algeria,https://en.wikipedia.org/wiki/Houari_Benchenet
Bouteldja Belkacem,Bouteldja Belkacem,6766d384-fc19-474d-a66a-8f173ad8b8f5,DZ,Person,Algerian Singer,100,auto_accept,Very high score and near-exact name match.,Bouteldja Belkacem,Q16151610,Syria,,Algeria,https://en.wikipedia.org/wiki/Bouteldja_Belkacem
Sabri Moudallal,صبري مدلل,5934f0ab-4432-43d8-bda1-a51a944b4c74,SY,Person,,100,review_needed,Candidate needs manual review.,Sabri Moudallal,Q3460731,Syria,,Syria,https://en.wikipedia.org/wiki/Sabri_Moudallal
George Tutunjian,George Frideric Handel,27870d47-bb98-42d1-bf2b-c7e972e6befc,GB,Person,German‐British baroque composer,100,review_needed,Candidate is disambiguated and should be checked manually.,George Tutunjian,Q4466647,Syria,,Armenia,https://en.wikipedia.org/wiki/George_Tutunjian
Antonia Rodríguez Moreno,Antoñita Moreno,271ffcd2-5156-4f5c-84e9-d98a50207ded,ES,Person,,100,review_needed,Candidate needs manual review.,Antonia Rodríguez Moreno,Q5697572,Syria,,France,https://en.wikipedia.org/wiki/Antonia_La_Negra
Nouri Iskandar,Nouri Iskandar,0116b51e-5e1c-4735-8bee-c330a8d6c8f2,SY,Person,,100,auto_accept,Very high score and near-exact name match.,Nouri Iskandar,Q7063908,Syria,Deir ez-Zor,Second Syrian Republic,https://en.wikipedia.org/wiki/Nouri_Iskandar
Iyad Rimawi,Iyad Rimawi,4fba2e16-5dcc-4aa9-ade3-aefcd7ccdfec,SY,Person,,100,auto_accept,Very high score and near-exact name match.,Iyad Rimawi,Q28714832,Syria,Damascus,Palestine,https://en.wikipedia.org/wiki/Iyad_Rimawi
Nourhane,Nourey,7b658976-1ed0-4d84-a17a-309fa9178dbc,,Person,"guitarist, DJ and music producer",100,review_needed,Candidate is disambiguated and should be checked manually.,Nourhane,Q113118100,Syria,Damascus,Egypt,https://en.wikipedia.org/wiki/Nourhane
Waad Al Bahri,Waad,280426b6-3ca9-4a03-b248-d34452c6a353,,,,100,review_needed,Candidate needs manual review.,Waad Al Bahri,Q12251104,Syria,Suwayda,Syria,https://en.wikipedia.org/wiki/Waad_Al_Bahri
François Valéry,François Valéry,d862f632-4cac-4eb8-9cfb-8d6bd8ebb3dc,FR,Person,,100,auto_accept,Very high score and near-exact name match.,François Valéry,Q3085966,Syria,,France,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Val%C3%A9ry
Noura Rahal,Noura,17d12286-3bee-4fc0-af49-df93ed7078c9,DZ,Person,Maghrebian,100,review_needed,Candidate is disambiguated and should be checked manually.,Noura Rahal,Q7063891,Syria,,Lebanon,https://en.wikipedia.org/wiki/Noura_Rahal
Cheb Kader,Cheb Kader,8bdeed6f-1eb0-4234-9eba-f63943439338,MA,Person,,100,auto_accept,Very high score and near-exact name match.,Cheb Kader,Q17318613,Syria,,Morocco,https://en.wikipedia.org/wiki/Cheb_Kader
Ibrahim Qashoush,Abdullah Ibrahim,fd64e185-9973-44d5-ad09-5d5562804292,ZA,Person,South African pianist and composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Ibrahim Qashoush,Q3147499,Syria,Syria,Syria,https://en.wikipedia.org/wiki/Ibrahim_Qashoush
Sami Shawa,Sāmī al‐Shawwā,cdfaaa31-f303-4fdb-990b-5a5f1516ee56,EG,Person,Syrian violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,Sami Shawa,Q3470790,Syria,,First Syrian Republic,https://en.wikipedia.org/wiki/Sami_Shawa
Thierry Pastor,Thierry Pastor,ba879461-e8ce-44a1-ba8c-9c2a9f00e243,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Thierry Pastor,Q3524465,Syria,,France,https://en.wikipedia.org/wiki/Thierry_Pastor
Jean-Paul Sevilla,Jean-Paul Sevilla,3b5d0819-9473-47a7-bcfe-58a5dda3acc2,FR,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Jean-Paul Sevilla,Q6169814,Syria,,France,https://en.wikipedia.org/wiki/Jean-Paul_Sevilla
Abu Ratib,أبو راتب,e417fba5-0d3f-47c8-b1d1-96897881318d,SY,Person,Syrian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Abu Ratib,Q4670325,Syria,,Syria,https://en.wikipedia.org/wiki/Abu_Ratib
Dima شارون,Dima Dima,7a07b1dc-edf3-42b3-adb6-f084b5325081,BE,Person,Belgian R&B singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Dima شارون,Q5277138,Syria,,Syria,https://en.wikipedia.org/wiki/Dima_Orsho
Racha Arodaky,Racha Arodaky,89f7c0ee-1f1f-4a27-b368-d81e78e9aabd,FR,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Racha Arodaky,Q3416050,Syria,,France,https://en.wikipedia.org/wiki/Racha_Arodaky
Adil Şan,Adil,22875126-b6ca-4d5b-b99c-e5904e9cb0f5,,Person,"Indian electronic music producer, based in Nagpur",100,review_needed,Candidate is disambiguated and should be checked manually.,Adil Şan,Q22342319,Syria,Bayırbucak,Turkey,https://en.wikipedia.org/wiki/Adil_%C5%9Ean
Zaid Jabri,Zaid Jabri,d564c6e8-2322-4e0f-b8d0-5faf51e76a43,PL,Person,Syrian-Polish composer,100,auto_accept,Very high score and near-exact name match.,Zaid Jabri,Q111731340,Syria,Damascus,Kraków,https://en.wikipedia.org/wiki/Zaid_Jabri
Dima Kandalaft,Dima Dima,7a07b1dc-edf3-42b3-adb6-f084b5325081,BE,Person,Belgian R&B singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Dima Kandalaft,Q5277135,Syria,,Syria,https://en.wikipedia.org/wiki/Dima_Kandalaft
Adwar Mousa,MouSa,c1e398b1-1d84-4d0e-9b82-968efd5468d1,US,Person,,100,review_needed,Candidate needs manual review.,Adwar Mousa,Q41438824,Syria,Tell Tamer,Syria,https://en.wikipedia.org/wiki/Adwar_Mousa
Muhammad El Majzoub,محمد المجذوب,795d1212-2b22-4efe-8871-ba60f5bf6c94,,Person,Syrian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Muhammad El Majzoub,Q6932451,Syria,Latakia,Syria,https://en.wikipedia.org/wiki/Muhammad_El_Majzoub
Bilal Khan,Bilal Khan,49c56a79-849e-4289-9f3e-293043b0479a,,Person,,100,auto_accept,Very high score and near-exact name match.,Bilal Khan,Q16231372,Syria,Middle East,Pakistan,https://en.wikipedia.org/wiki/Bilal_Khan_(singer)
Gaswan Zerikly,Dima Orsho,c9661c0a-68d2-4b86-9d33-3f8a08f25704,SY,Person,Gaswan Zerikly,100,review_needed,Candidate is disambiguated and should be checked manually.,Gaswan Zerikly,Q5526922,Syria,Damascus,Syria,https://en.wikipedia.org/wiki/Gaswan_Zerikly
Mohamad Bash,Bash!,08ab397f-4bf2-47c0-9666-2c71c7c96919,,Group,German punk band,100,review_needed,Candidate is disambiguated and should be checked manually.,Mohamad Bash,Q4881642,Syria,Damascus,Syria,https://en.wikipedia.org/wiki/Mohamad_Bash
Imad Rami,عماد رامي,a92037d2-c93c-44a8-ad31-aeef056cd3aa,SY,Person,Syrian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Imad Rami,Q6001986,Syria,Damascus,Syria,https://en.wikipedia.org/wiki/Imad_Rami
Yoland Asmar,Asmar,e224df14-24d8-46b4-ba7f-e746267c2ddd,,,electronic artist,100,review_needed,Candidate is disambiguated and should be checked manually.,Yoland Asmar,Q54861809,Syria,Aleppo,Syria,https://en.wikipedia.org/wiki/Yoland_Asmar
Arsen Grigoryan (Mro),MrO,a68a90c2-d0f1-45bd-84cb-21ef15a7b0cb,,,,100,review_needed,Candidate needs manual review.,Arsen Grigoryan (Mro),Q50069258,Syria,Qamishli,Armenia,"https://en.wikipedia.org/wiki/Arsen_Grigoryan_(singer,_born_1968)"
Ghaliaa Chaker,Ghaliaa,537119f6-a0d2-42ed-92a1-276521520fb8,AE,Person,"Syrian singer-songwriter, composer & multi-instrumentalist",100,review_needed,Candidate is disambiguated and should be checked manually.,Ghaliaa Chaker,Q117640069,Syria,Damascus,Damascus,https://en.wikipedia.org/wiki/Ghaliaa_Chaker
Frankie Jordan,Frankie Jordan,5aca0816-c048-4b04-90e0-2091e4279632,FR,Person,French 1960s rock singer Claude Benzaquen,100,auto_accept,Very high score and near-exact name match.,Frankie Jordan,Q3082905,Syria,,France,https://en.wikipedia.org/wiki/Frankie_Jordan
François Boulanger,François Boulanger,d178a2f7-8b3e-4816-a5d7-0e2c76813234,FR,Person,French conductor,100,auto_accept,Very high score and near-exact name match.,François Boulanger,Q18610875,Syria,,France,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Boulanger
Djaffar Bensetti,Djaffar Bensetti,ebd02023-782e-4f45-bc16-cc484f55d7ce,,Person,,100,auto_accept,Very high score and near-exact name match.,Djaffar Bensetti,Q99690076,Syria,,Algeria,https://en.wikipedia.org/wiki/Djaffar_Bensetti
Leila Al Jazairia,Leila,14039c7d-b67e-46cd-9cf3-f252d0e83879,GB,Person,Iranian electronic/downtempo artist Leila Arab,100,review_needed,Candidate is disambiguated and should be checked manually.,Leila Al Jazairia,Q60579584,Syria,,Cairo,https://en.wikipedia.org/wiki/Leila_Al_Jazairia
Louis Musy,Louis Musy,1f165476-fd54-4513-95e5-debd583029f0,FR,Person,baritone,100,auto_accept,Very high score and near-exact name match.,Louis Musy,Q3262768,Syria,,France,https://en.wikipedia.org/wiki/Louis_Musy
Blend Saleh,Blend,849e9698-6b11-4426-a2c5-41a6b97dde43,,Person,rapper,100,review_needed,Candidate is disambiguated and should be checked manually.,Blend Saleh,Q4925996,Syria,Kurdistan,Kurdistan,https://en.wikipedia.org/wiki/Blend_Saleh
André Mallabrera,André Mallabrera,cd474e9c-7406-468e-b8bf-e57b046e3f6c,,Person,tenor,100,auto_accept,Very high score and near-exact name match.,André Mallabrera,Q41623162,Syria,,France,https://en.wikipedia.org/wiki/Andr%C3%A9_Mallabrera
Layal Watfeh,Layal Watfeh,0d76a734-acc9-47ac-b84a-06ef2af2fa81,SY,Person,Syrian composer/musician/voice actor,100,auto_accept,Very high score and near-exact name match.,Layal Watfeh,Q54913981,Syria,Damascus,Damascus,https://en.wikipedia.org/wiki/Layal_Watfeh
Kareem Roustom,Kareem Roustom,9da38038-5009-49e7-abbe-6080283235c6,US,Person,Syrian-American composer,100,auto_accept,Very high score and near-exact name match.,Kareem Roustom,Q95846189,Syria,,,https://en.wikipedia.org/wiki/Kareem_Roustom
Nizār Murūwah,Nizar,d90f54e4-e547-4980-9259-b7b15a13531c,,,,100,review_needed,Candidate needs manual review.,Nizār Murūwah,Q20424583,Syria,Damascus,Lebanon,https://en.wikipedia.org/wiki/Nizar_Mroue
Fayrouz Al Halabiya (Rachel Samocha),فيروز,338bbb53-5b96-447a-9444-8906844a0790,LB,Person,Fairuz,100,review_needed,Candidate is disambiguated and should be checked manually.,Fayrouz Al Halabiya (Rachel Samocha),Q88804802,Syria,Aleppo,Aleppo,https://en.wikipedia.org/wiki/Fairuz_al-Halabiya
Saadallah Agha al-Qalaa,Walid Al-Agha,80e164a4-ed1e-40f6-871e-4f887304542c,,Person,,100,review_needed,Candidate needs manual review.,Saadallah Agha al-Qalaa,Q7395572,Syria,Aleppo,First Syrian Republic,https://en.wikipedia.org/wiki/Saadallah_Agha_al-Qalaa
Joseph Malke,Malke,91ee7b29-3860-48fb-b0c0-774b9aa51ce9,,Person,hardcore DJ,100,review_needed,Candidate is disambiguated and should be checked manually.,Joseph Malke,Q137766771,Syria,Qamishli,Qamishli,https://en.wikipedia.org/wiki/Joseph_Malke
